,month,hour,year,day,count,date,maxtemp,atemp,mintemp,maxhum,ahum,minhum,maxwind,awind,minwind,prec,day_of_week,vehicle_type,vehicle_encoded,hour_encoded,month_encoded,count_encoded
12041,12,5,2018,20,48,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,1,3,0
12042,12,5,2018,21,29,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,1,3,0
12043,12,5,2018,22,18,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,1,3,0
12044,12,5,2018,23,16,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,1,3,0
12045,12,5,2018,24,5,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,1,3,0
12046,12,5,2018,25,9,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,1,3,0
12047,12,5,2018,26,25,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,1,3,0
12048,12,5,2018,27,22,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,1,3,0
12049,12,5,2018,28,16,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,1,3,0
12050,12,5,2018,29,16,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,1,3,0
12051,12,5,2018,30,7,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,1,3,0
12052,12,5,2018,31,14,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,1,3,0
12053,12,6,2018,1,35,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,1,3,0
12054,12,6,2018,2,33,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,1,3,0
12055,12,6,2018,3,59,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,1,3,0
12056,12,6,2018,4,75,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,1,3,0
12057,12,6,2018,5,96,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,1,3,0
12058,12,6,2018,6,101,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,1,3,0
12059,12,6,2018,7,52,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,1,3,0
12060,12,6,2018,8,24,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,1,3,0
12061,12,6,2018,9,19,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,1,3,0
12062,12,6,2018,10,71,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,1,3,0
12063,12,6,2018,11,67,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,1,3,0
12064,12,6,2018,12,70,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,1,3,0
12065,12,6,2018,13,89,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,1,3,0
12066,12,6,2018,14,80,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,1,3,0
12067,12,6,2018,15,39,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,1,3,0
12068,12,6,2018,16,25,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,1,3,0
12069,12,6,2018,17,70,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,1,3,0
12070,12,6,2018,18,72,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,1,3,0
12071,12,6,2018,19,68,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,1,3,0
12072,12,6,2018,20,77,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,1,3,0
12073,12,6,2018,21,50,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,1,3,0
12074,12,6,2018,22,18,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,1,3,0
12075,12,6,2018,23,14,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,1,3,0
12076,12,6,2018,24,17,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,1,3,0
12077,12,6,2018,25,7,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,1,3,0
12078,12,6,2018,26,36,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,1,3,0
12079,12,6,2018,27,41,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,1,3,0
12080,12,6,2018,28,29,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,1,3,0
12081,12,6,2018,29,22,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,1,3,0
12082,12,6,2018,30,16,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,1,3,0
12083,12,6,2018,31,28,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,1,3,0
12084,12,7,2018,1,71,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,1,3,0
12085,12,7,2018,2,52,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,1,3,0
12086,12,7,2018,3,268,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,1,3,0
12087,12,7,2018,4,290,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,1,3,0
12088,12,7,2018,5,295,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,1,3,0
12089,12,7,2018,6,215,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,1,3,0
12090,12,7,2018,7,165,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,1,3,0
12091,12,7,2018,8,99,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,1,3,0
12092,12,7,2018,9,32,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,1,3,0
12093,12,7,2018,10,258,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,1,3,0
12094,12,7,2018,11,211,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,1,3,0
12095,12,7,2018,12,219,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,1,3,0
12096,12,7,2018,13,266,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,1,3,0
12097,12,7,2018,14,182,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,1,3,0
12098,12,7,2018,15,68,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,1,3,0
12099,12,7,2018,16,57,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,1,3,0
12100,12,7,2018,17,207,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,1,3,0
12101,12,7,2018,18,193,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,1,3,0
12102,12,7,2018,19,202,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,1,3,0
12103,12,7,2018,20,165,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,1,3,0
12104,12,7,2018,21,115,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,1,3,0
12105,12,7,2018,22,35,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,1,3,0
12106,12,7,2018,23,47,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,1,3,0
12107,12,7,2018,24,38,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,1,3,0
12108,12,7,2018,25,19,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,1,3,0
12109,12,7,2018,26,52,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,1,3,0
12110,12,7,2018,27,85,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,1,3,0
12111,12,7,2018,28,97,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,1,3,0
12112,12,7,2018,29,28,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,1,3,0
12113,12,7,2018,30,23,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,1,3,0
12114,12,7,2018,31,79,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,1,3,0
12115,12,8,2018,1,216,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,2,3,0
12116,12,8,2018,2,136,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,2,3,0
12117,12,8,2018,3,675,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,2,3,1
12118,12,8,2018,4,593,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,2,3,1
12119,12,8,2018,5,669,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,2,3,1
12120,12,8,2018,6,498,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,2,3,1
12121,12,8,2018,7,354,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,2,3,0
12122,12,8,2018,8,127,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,2,3,0
12123,12,8,2018,9,77,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,2,3,0
12124,12,8,2018,10,609,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,2,3,1
12125,12,8,2018,11,389,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,2,3,0
12126,12,8,2018,12,496,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,2,3,1
12127,12,8,2018,13,699,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,2,3,1
12128,12,8,2018,14,508,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,2,3,1
12129,12,8,2018,15,246,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,2,3,0
12130,12,8,2018,16,92,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,2,3,0
12131,12,8,2018,17,532,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,2,3,1
12132,12,8,2018,18,444,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,2,3,1
12133,12,8,2018,19,372,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,2,3,0
12134,12,8,2018,20,320,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,2,3,0
12135,12,8,2018,21,256,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,2,3,0
12136,12,8,2018,22,86,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,2,3,0
12137,12,8,2018,23,69,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,2,3,0
12138,12,8,2018,24,69,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,2,3,0
12139,12,8,2018,25,25,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,2,3,0
12140,12,8,2018,26,79,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,2,3,0
12141,12,8,2018,27,160,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,2,3,0
12142,12,8,2018,28,178,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,2,3,0
12143,12,8,2018,29,58,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,2,3,0
12144,12,8,2018,30,46,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,2,3,0
12145,12,8,2018,31,112,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,2,3,0
12146,12,9,2018,1,403,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,2,3,0
12147,12,9,2018,2,335,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,2,3,0
12148,12,9,2018,3,836,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,2,3,1
12149,12,9,2018,4,886,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,2,3,2
12150,12,9,2018,5,783,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,2,3,1
12151,12,9,2018,6,546,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,2,3,1
12152,12,9,2018,7,488,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,2,3,1
12153,12,9,2018,8,252,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,2,3,0
12154,12,9,2018,9,190,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,2,3,0
12155,12,9,2018,10,744,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,2,3,1
12156,12,9,2018,11,375,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,2,3,0
12157,12,9,2018,12,409,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,2,3,0
12158,12,9,2018,13,471,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,2,3,1
12159,12,9,2018,14,359,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,2,3,0
12160,12,9,2018,15,268,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,2,3,0
12161,12,9,2018,16,192,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,2,3,0
12162,12,9,2018,17,387,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,2,3,0
12163,12,9,2018,18,341,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,2,3,0
12164,12,9,2018,19,320,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,2,3,0
12165,12,9,2018,20,301,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,2,3,0
12166,12,9,2018,21,255,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,2,3,0
12167,12,9,2018,22,158,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,2,3,0
12168,12,9,2018,23,154,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,2,3,0
12169,12,9,2018,24,120,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,2,3,0
12170,12,9,2018,25,50,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,2,3,0
12171,12,9,2018,26,81,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,2,3,0
12172,12,9,2018,27,162,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,2,3,0
12173,12,9,2018,28,199,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,2,3,0
12174,12,9,2018,29,131,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,2,3,0
12175,12,9,2018,30,48,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,2,3,0
12176,12,9,2018,31,238,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,2,3,0
12177,12,10,2018,1,868,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,2,3,1
12178,12,10,2018,2,542,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,2,3,1
12179,12,10,2018,3,776,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,2,3,1
12180,12,10,2018,4,684,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,2,3,1
12181,12,10,2018,5,597,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,2,3,1
12182,12,10,2018,6,651,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,2,3,1
12183,12,10,2018,7,549,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,2,3,1
12184,12,10,2018,8,385,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,2,3,0
12185,12,10,2018,9,356,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,2,3,0
12186,12,10,2018,10,741,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,2,3,1
12187,12,10,2018,11,371,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,2,3,0
12188,12,10,2018,12,429,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,2,3,0
12189,12,10,2018,13,488,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,2,3,1
12190,12,10,2018,14,400,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,2,3,0
12191,12,10,2018,15,438,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,2,3,1
12192,12,10,2018,16,428,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,2,3,0
12193,12,10,2018,17,405,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,2,3,0
12194,12,10,2018,18,324,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,2,3,0
12195,12,10,2018,19,333,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,2,3,0
12196,12,10,2018,20,282,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,2,3,0
12197,12,10,2018,21,289,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,2,3,0
12198,12,10,2018,22,311,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,2,3,0
12199,12,10,2018,23,281,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,2,3,0
12200,12,10,2018,24,185,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,2,3,0
12201,12,10,2018,25,115,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,2,3,0
12202,12,10,2018,26,58,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,2,3,0
12203,12,10,2018,27,257,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,2,3,0
12204,12,10,2018,28,296,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,2,3,0
12205,12,10,2018,29,251,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,2,3,0
12206,12,10,2018,30,111,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,2,3,0
12207,12,10,2018,31,448,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,2,3,1
12208,12,11,2018,1,1135,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,2,3,2
12209,12,11,2018,2,936,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,2,3,2
12210,12,11,2018,3,924,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,2,3,2
12211,12,11,2018,4,637,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,2,3,1
12212,12,11,2018,5,773,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,2,3,1
12213,12,11,2018,6,276,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,2,3,0
12214,12,11,2018,7,573,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,2,3,1
12215,12,11,2018,8,586,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,2,3,1
12216,12,11,2018,9,681,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,2,3,1
12217,12,11,2018,10,874,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,2,3,2
12218,12,11,2018,11,632,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,2,3,1
12219,12,11,2018,12,636,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,2,3,1
12220,12,11,2018,13,731,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,2,3,1
12221,12,11,2018,14,494,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,2,3,1
12222,12,11,2018,15,748,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,2,3,1
12223,12,11,2018,16,762,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,2,3,1
12224,12,11,2018,17,593,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,2,3,1
12225,12,11,2018,18,530,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,2,3,1
12226,12,11,2018,19,402,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,2,3,0
12227,12,11,2018,20,444,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,2,3,1
12228,12,11,2018,21,477,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,2,3,1
12229,12,11,2018,22,493,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,2,3,1
12230,12,11,2018,23,469,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,2,3,1
12231,12,11,2018,24,268,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,2,3,0
12232,12,11,2018,25,204,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,2,3,0
12233,12,11,2018,26,69,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,2,3,0
12234,12,11,2018,27,539,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,2,3,1
12235,12,11,2018,28,534,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,2,3,1
12236,12,11,2018,29,414,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,2,3,0
12237,12,11,2018,30,244,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,2,3,0
12238,12,11,2018,31,869,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,2,3,1
12239,12,12,2018,1,1415,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,3,3,3
12240,12,12,2018,2,1215,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,3,3,2
12241,12,12,2018,3,1175,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,3,3,2
12242,12,12,2018,4,989,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,3,3,2
12243,12,12,2018,5,893,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,3,3,2
12244,12,12,2018,6,427,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,3,3,0
12245,12,12,2018,7,731,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,3,3,1
12246,12,12,2018,8,754,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,3,3,1
12247,12,12,2018,9,825,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,3,3,1
12248,12,12,2018,10,958,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,3,3,2
12249,12,12,2018,11,739,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,3,3,1
12250,12,12,2018,12,774,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,3,3,1
12251,12,12,2018,13,950,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,3,3,2
12252,12,12,2018,14,720,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,3,3,1
12253,12,12,2018,15,1095,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,3,3,2
12254,12,12,2018,16,987,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,3,3,2
12255,12,12,2018,17,814,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,3,3,1
12256,12,12,2018,18,659,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,3,3,1
12257,12,12,2018,19,469,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,3,3,1
12258,12,12,2018,20,616,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,3,3,1
12259,12,12,2018,21,703,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,3,3,1
12260,12,12,2018,22,656,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,3,3,1
12261,12,12,2018,23,621,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,3,3,1
12262,12,12,2018,24,349,2018-12-24,65,51,33,93,74,60,12,3,0,0,0,scooter,0,3,3,0
12263,12,12,2018,25,286,2018-12-25,76,65,59,96,82,58,18,8,0,0,1,scooter,0,3,3,0
12264,12,12,2018,26,201,2018-12-26,72,66,54,93,88,81,22,14,7,0,2,scooter,0,3,3,0
12265,12,12,2018,27,798,2018-12-27,70,57,49,93,70,31,15,6,0,1,3,scooter,0,3,3,1
12266,12,12,2018,28,674,2018-12-28,54,47,41,79,60,47,21,15,9,0,4,scooter,0,3,3,1
12267,12,12,2018,29,569,2018-12-29,47,44,43,65,60,56,21,16,13,0,5,scooter,0,3,3,1
12268,12,12,2018,30,381,2018-12-30,43,40,39,96,85,65,13,7,0,0,6,scooter,0,3,3,0
12269,12,12,2018,31,1284,2018-12-31,61,47,36,100,85,58,12,5,0,1,0,scooter,0,3,3,2
12270,12,13,2018,1,1716,2018-12-01,79,64,46,93,46,17,16,7,0,1,5,scooter,0,3,3,3
12271,12,13,2018,2,1438,2018-12-02,70,55,43,82,56,31,16,7,0,0,6,scooter,0,3,3,3
12272,12,13,2018,3,1005,2018-12-03,64,54,42,76,52,35,18,12,6,0,0,scooter,0,3,3,2
12273,12,13,2018,4,921,2018-12-04,57,47,39,76,59,42,14,9,0,0,1,scooter,0,3,3,2
12274,12,13,2018,5,924,2018-12-05,57,48,42,71,55,37,10,5,0,0,2,scooter,0,3,3,2
12275,12,13,2018,6,661,2018-12-06,58,56,55,97,93,89,9,5,0,0,3,scooter,0,3,3,1
12276,12,13,2018,7,343,2018-12-07,56,51,48,97,92,89,22,13,7,1,4,scooter,0,3,3,0
12277,12,13,2018,8,983,2018-12-08,48,45,43,90,81,73,20,13,9,1,5,scooter,0,3,3,2
12278,12,13,2018,9,1080,2018-12-09,55,44,37,89,71,53,16,10,0,0,6,scooter,0,3,3,2
12279,12,13,2018,10,1021,2018-12-10,59,44,34,89,62,28,8,4,0,0,0,scooter,0,3,3,2
12280,12,13,2018,11,837,2018-12-11,63,45,30,96,75,41,17,6,0,0,1,scooter,0,3,3,1
12281,12,13,2018,12,774,2018-12-12,67,58,48,97,85,73,20,6,0,0,2,scooter,0,3,3,1
12282,12,13,2018,13,983,2018-12-13,71,59,46,97,68,21,21,12,5,0,3,scooter,0,3,3,2
12283,12,13,2018,14,760,2018-12-14,54,49,45,73,60,38,21,15,7,0,4,scooter,0,3,3,1
12284,12,13,2018,15,1335,2018-12-15,69,52,38,76,36,14,15,7,0,0,5,scooter,0,3,3,3
12285,12,13,2018,16,1175,2018-12-16,65,47,30,89,64,28,7,2,0,0,6,scooter,0,3,3,2
12286,12,13,2018,17,887,2018-12-17,72,53,38,83,60,24,7,2,0,0,0,scooter,0,3,3,2
12287,12,13,2018,18,772,2018-12-18,64,50,35,97,88,63,10,2,0,0,1,scooter,0,3,3,1
12288,12,13,2018,19,641,2018-12-19,63,57,50,100,93,75,8,4,0,1,2,scooter,0,3,3,1
12289,12,13,2018,20,637,2018-12-20,65,57,50,100,50,23,26,13,5,0,3,scooter,0,3,3,1
12290,12,13,2018,21,741,2018-12-21,66,50,38,79,45,23,12,6,0,0,4,scooter,0,3,3,1
12291,12,13,2018,22,900,2018-12-22,79,56,43,83,55,25,16,7,0,0,5,scooter,0,3,3,2
12292,12,13,2018,23,716,2018-12-23,63,51,40,76,56,35,20,11,3,0,6,scooter,0,3,3,1
